13.03.2018                                                                                        Dynamic List Display                                                                                                1
-----------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------
13.03.2018                                                                                          Lantek Details data                                                                                             1
-----------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------
Lantek Details data
-----------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------
| Order     |Total order quantity|BUn|Material   |Document            |Vers|Material Description                    |MRP controller|Basic Start Date|Basic finish date|Material   |Customer material number           |
| 1060254835|                  1 |PC |E003.A04096|9106239300          |    |9106249300 BELKA Z SHAFTEM (L)          |E58           |17.01.2018      |18.01.2018       |E007.A14924|                                   |
| 1060254915|                  1 |PC |E001.A00061|A51282.0200         |03  |A51282.0200 FRAME DRFB 42-45 7 650      |E44           |22.02.2018      |09.03.2018       |E007.A10024|FR2-869                            |
| 1060254915|                  1 |PC |E001.A00061|A51282.0200         |03  |A51282.0200 FRAME DRFB 42-45 7 650      |E44           |22.02.2018      |09.03.2018       |ZRSA.A00894|FR2-869                            |
| 1060254916|                  1 |PC |E001.A00061|A51282.0200         |03  |A51282.0200 FRAME DRFB 42-45 7 650      |E44           |01.03.2018      |16.03.2018       |E007.A10024|FR2-871                            |
| 1060254916|                  1 |PC |E001.A00061|A51282.0200         |03  |A51282.0200 FRAME DRFB 42-45 7 650      |E44           |01.03.2018      |16.03.2018       |ZRSA.A00894|FR2-871                            |
| 1060254957|                  1 |PC |E001.A02219|101326.05           |01  |101326.05 FRAME SMV 41/45 WB6400        |E44           |23.04.2018      |12.05.2018       |ZRSA.A00739|SMV21-1 /17768/ RURA 100440.11     |
| 1060255244|                  1 |PC |E001.A02228|5279987             |03  |Upgrade 5279987 to rev.3                |E48           |26.02.2018      |26.02.2018       |E007.A39897|POPRAWA 987 DRUGA SZTUKA           |
| 1060255327|                  8 |PC |E003.A04892|DN6041160PA2        |    |DN6041160PA2 TUBE                       |E47           |29.12.2017      |02.01.2018       |E007.A32524|SCP-88 RURY                        |
| 1060255391|                  1 |PC |E003.A01776|601581.01           |3   |601581.01 BRACKET EXTENSION CYLINDER    |E53           |19.12.2017      |20.12.2017       |E007.A10938|SŁUPEK SMV 838                     |
| 1060255423|                  1 |PC |E001.A01176|5046275PA1          |02  |5046275 ARTICULATED FRAME 890           |E48           |23.01.2018      |25.01.2018       |E003.A04896|KR_275-27                          |
| 1060255424|                  1 |PC |E001.A01176|5046275PA1          |02  |5046275 ARTICULATED FRAME 890           |E48           |23.01.2018      |25.01.2018       |E003.A04896|KR_275-28                          |
| 1060255428|                  1 |PC |E001.A01498|DN6500980PA         |C   |DN6500980 SIDE FRAME L (OBRÓBKA) - nowa |E47           |09.03.2018      |22.03.2018       |E003.A05128|SCL-90 STOCKOWA                    |
| 1060255431|                  1 |PC |E001.A01492|DN5933650PA         |D   |DN5933650 SIDE FRAME R (OBRÓBKA) - nowa |E47           |09.03.2018      |22.03.2018       |E003.A05127|SCP-90 STOCKOWA                    |
| 1060255575|                  1 |PC |E001.A01378|A06618.0400         |01  |A06618.0400 STEERING AXLE SA26          |E42           |29.01.2018      |31.01.2018       |ZRSA.C04409|SA26-4                             |
| 1060255575|                  1 |PC |E001.A01378|A06618.0400         |01  |A06618.0400 STEERING AXLE SA26          |E42           |29.01.2018      |31.01.2018       |E007.A27297|SA26-4                             |
| 1060255758|                  1 |PC |E001.A02232|090-17              |    |090-17 - Szablony C-Ride 5240838        |E49           |28.12.2017      |29.12.2017       |E007.A40609|090-17 - SZABLONY C-RIDE 5240838   |
| 1060255759|                  1 |PC |E001.A01926|5288457             |03  |5288457_5287359 MIDDLE FRAME (small 8-w)|E48           |14.02.2018      |21.02.2018       |E003.A05609|457-7                              |
| 1060256087|                  1 |PC |E001.A01524|5590018664          |2   |5590018664 ATLAS LoadFrame ALF8         |E58           |23.01.2018      |24.01.2018       |E003.A05198|ALF8-77                            |
| 1060256089|                  1 |PC |E001.A01524|5590018664          |2   |5590018664 ATLAS LoadFrame ALF8         |E58           |25.01.2018      |26.01.2018       |E003.A05198|ALF8-79                            |
| 1060256091|                  1 |PC |E001.A01524|5590018664          |2   |5590018664 ATLAS LoadFrame ALF8         |E58           |05.02.2018      |06.02.2018       |E003.A05198|ALF8-81                            |
| 1060256092|                  1 |PC |E001.A01524|5590018664          |2   |5590018664 ATLAS LoadFrame ALF8         |E58           |06.02.2018      |07.02.2018       |E003.A05198|ALF8-82                            |
| 1060256093|                  1 |PC |E001.A01524|5590018664          |2   |5590018664 ATLAS LoadFrame ALF8         |E58           |08.02.2018      |09.02.2018       |E003.A05198|ALF8-83                            |
| 1060256097|                  1 |PC |E001.A01469|5590017800          |01  |5590017800 Loadframe - ALF7             |E58           |29.01.2018      |30.01.2018       |E003.A05129|ALF7-40                            |
| 1060256098|                  1 |PC |E001.A01469|5590017800          |01  |5590017800 Loadframe - ALF7             |E58           |31.01.2018      |01.02.2018       |E003.A05129|ALF7-41                            |
| 1060256099|                  1 |PC |E001.A01469|5590017800          |01  |5590017800 Loadframe - ALF7             |E58           |05.02.2018      |06.02.2018       |E003.A05129|ALF7-42                            |
| 1060256100|                  1 |PC |E001.A01732|5112005255          |3   |5112005255 Montaż ramy - AHNA           |E58           |07.03.2018      |08.03.2018       |E001.A01080|AHN A-47                           |
| 1060256101|                  1 |PC |E001.A01732|5112005255          |3   |5112005255 Montaż ramy - AHNA           |E58           |13.03.2018      |14.03.2018       |E001.A01080|AHN A-48                           |
| 1060256102|                  1 |PC |E001.A00826|5068640PA           |03  |5068640 ARTICULATED FRAME 860.3         |E48           |20.01.2018      |23.01.2018       |E003.A04371|640-146                            |
| 1060256103|                  1 |PC |E001.A00826|5068640PA           |03  |5068640 ARTICULATED FRAME 860.3         |E48           |25.01.2018      |26.01.2018       |E003.A04371|640-147                            |
| 1060256218|                  1 |PC |E001.A02043|A60834.1300         |01  |A60834.1300 INNER BOOM GLORIA 13        |E53           |13.03.2018      |20.03.2018       |ZRSA.A00894|INNER G13I-2                       |
| 1060256218|                  1 |PC |E001.A02043|A60834.1300         |01  |A60834.1300 INNER BOOM GLORIA 13        |E53           |13.03.2018      |20.03.2018       |E003.A04522|INNER G13I-2                       |
| 1060256219|                  1 |PC |E001.A02040|A60833.1300         |01  |A60833.1300 OUTER BOOM G13              |E53           |09.03.2018      |23.03.2018       |E003.A01365|OUTER G13O-2                       |
| 1060256219|                  1 |PC |E001.A02040|A60833.1300         |01  |A60833.1300 OUTER BOOM G13              |E53           |09.03.2018      |23.03.2018       |ZRSA.A00894|OUTER G13O-2                       |
| 1060256224|                  1 |PC |E003.A00934|A49888.0100         |04  |INNER BOOM DRF100/6 A49888.0100         |E53           |22.02.2018      |01.03.2018       |E003.A01373|INNER DRF 233                      |
| 1060256224|                  1 |PC |E003.A00934|A49888.0100         |04  |INNER BOOM DRF100/6 A49888.0100         |E53           |22.02.2018      |01.03.2018       |ZRSA.A00894|INNER DRF 233                      |
| 1060256227|                  1 |PC |E003.A01109|A51639.0100         |05  |OUTER BOOM DRF100 S6 A51639.0100        |E53           |22.02.2018      |07.03.2018       |E003.A01366|OUTER DRF 233                      |
| 1060256227|                  1 |PC |E003.A01109|A51639.0100         |05  |OUTER BOOM DRF100 S6 A51639.0100        |E53           |22.02.2018      |07.03.2018       |ZRSA.A00894|OUTER DRF 233                      |
| 1060256280|                  1 |PC |E001.A00688|A60833.0100         |03  |A60833.0100 OUTER BOOM GLORIA           |E53           |14.02.2018      |28.02.2018       |E003.A01365|OUTER G728                         |
| 1060256280|                  1 |PC |E001.A00688|A60833.0100         |03  |A60833.0100 OUTER BOOM GLORIA           |E53           |14.02.2018      |28.02.2018       |ZRSA.A00894|OUTER G728                         |
| 1060256281|                  1 |PC |E001.A00688|A60833.0100         |03  |A60833.0100 OUTER BOOM GLORIA           |E53           |16.02.2018      |02.03.2018       |E003.A01365|OUTER G729                         |
| 1060256281|                  1 |PC |E001.A00688|A60833.0100         |03  |A60833.0100 OUTER BOOM GLORIA           |E53           |16.02.2018      |02.03.2018       |ZRSA.A00894|OUTER G729                         |
| 1060256282|                  1 |PC |E001.A00688|A60833.0100         |03  |A60833.0100 OUTER BOOM GLORIA           |E53           |21.02.2018      |07.03.2018       |ZRSA.A00894|OUTER G730                         |
| 1060256282|                  1 |PC |E001.A00688|A60833.0100         |03  |A60833.0100 OUTER BOOM GLORIA           |E53           |21.02.2018      |07.03.2018       |E003.A01365|OUTER G730                         |
| 1060256284|                  1 |PC |E001.A00688|A60833.0100         |03  |A60833.0100 OUTER BOOM GLORIA           |E53           |05.02.2018      |14.02.2018       |E003.A01365|OUTER G732                         |
| 1060256284|                  1 |PC |E001.A00688|A60833.0100         |03  |A60833.0100 OUTER BOOM GLORIA           |E53           |05.02.2018      |14.02.2018       |ZRSA.A00894|OUTER G732                         |
| 1060256293|                  1 |PC |E001.A00687|A60834.0100         |01  |A60834.0100 INNER BOOM GLORIA           |E53           |19.02.2018      |26.02.2018       |ZRSA.A00894|INNER G728                         |
| 1060256293|                  1 |PC |E001.A00687|A60834.0100         |01  |A60834.0100 INNER BOOM GLORIA           |E53           |19.02.2018      |26.02.2018       |E003.A04522|INNER G728                         |
| 1060256294|                  1 |PC |E001.A00687|A60834.0100         |01  |A60834.0100 INNER BOOM GLORIA           |E53           |22.02.2018      |01.03.2018       |E003.A04522|INNER G729                         |
| 1060256294|                  1 |PC |E001.A00687|A60834.0100         |01  |A60834.0100 INNER BOOM GLORIA           |E53           |22.02.2018      |01.03.2018       |ZRSA.A00894|INNER G729                         |
| 1060256298|                  1 |PC |E001.A00687|A60834.0100         |01  |A60834.0100 INNER BOOM GLORIA           |E53           |29.01.2018      |31.01.2018       |E003.A04522|INNER G730                         |
| 1060256298|                  1 |PC |E001.A00687|A60834.0100         |01  |A60834.0100 INNER BOOM GLORIA           |E53           |29.01.2018      |31.01.2018       |ZRSA.A00894|INNER G730                         |
| 1060256299|                  1 |PC |E001.A00687|A60834.0100         |01  |A60834.0100 INNER BOOM GLORIA           |E53           |28.02.2018      |07.03.2018       |ZRSA.A00894|INNER G731                         |
| 1060256299|                  1 |PC |E001.A00687|A60834.0100         |01  |A60834.0100 INNER BOOM GLORIA           |E53           |28.02.2018      |07.03.2018       |E003.A04522|INNER G731                         |
| 1060256302|                  1 |PC |E001.A01093|A62424.0300         |01  |A62424.0300 INNER BOOM GLORIA G4        |E53           |22.02.2018      |01.03.2018       |E003.A00376|INNER G4I-21                       |
| 1060256302|                  1 |PC |E001.A01093|A62424.0300         |01  |A62424.0300 INNER BOOM GLORIA G4        |E53           |22.02.2018      |01.03.2018       |ZRSA.A00894|INNER G4I-21                       |
| 1060256303|                  1 |PC |E001.A01094|A62423.0300         |03  |A62423.0300 OUTER BOOM GLORIA G4        |E53           |16.02.2018      |02.03.2018       |E003.A00386|OUTER G4O-20                       |
| 1060256303|                  1 |PC |E001.A01094|A62423.0300         |03  |A62423.0300 OUTER BOOM GLORIA G4        |E53           |16.02.2018      |02.03.2018       |ZRSA.A00894|OUTER G4O-20                       |
| 1060256304|                  1 |PC |E001.A01094|A62423.0300         |03  |A62423.0300 OUTER BOOM GLORIA G4        |E53           |22.02.2018      |08.03.2018       |ZRSA.A00894|OUTER G4O-21                       |
| 1060256304|                  1 |PC |E001.A01094|A62423.0300         |03  |A62423.0300 OUTER BOOM GLORIA G4        |E53           |22.02.2018      |08.03.2018       |E003.A00386|OUTER G4O-21                       |
| 1060256307|                  1 |PC |E001.A01420|A62348.0200PA       |01  |A62348.0200 OUTER BOOM  MB2             |E53           |05.02.2018      |16.02.2018       |ZRSA.C05752|OUTER MB3O-01                      |
| 1060256307|                  1 |PC |E001.A01420|A62348.0200PA       |01  |A62348.0200 OUTER BOOM  MB2             |E53           |05.02.2018      |16.02.2018       |E003.A05102|OUTER MB3O-01                      |
| 1060256308|                  1 |PC |E001.A01420|A62348.0200PA       |01  |A62348.0200 OUTER BOOM  MB2             |E53           |12.02.2018      |23.02.2018       |E003.A05102|OUTER MB3O-02                      |
| 1060256308|                  1 |PC |E001.A01420|A62348.0200PA       |01  |A62348.0200 OUTER BOOM  MB2             |E53           |12.02.2018      |23.02.2018       |ZRSA.C05752|OUTER MB3O-02                      |
| 1060256309|                  1 |PC |E001.A02226|A62347.0300         |01  |A62347.0300 INNER BEAM MB3              |E53           |05.02.2018      |08.02.2018       |E003.A05100|INNER MB3I-01                      |
| 1060256309|                  1 |PC |E001.A02226|A62347.0300         |01  |A62347.0300 INNER BEAM MB3              |E53           |05.02.2018      |08.02.2018       |ZRSA.A00894|INNER MB3I-01                      |
| 1060256310|                  1 |PC |E001.A02226|A62347.0300         |01  |A62347.0300 INNER BEAM MB3              |E53           |12.02.2018      |15.02.2018       |E003.A05100|INNER MB3I-02                      |
| 1060256310|                  1 |PC |E001.A02226|A62347.0300         |01  |A62347.0300 INNER BEAM MB3              |E53           |12.02.2018      |15.02.2018       |ZRSA.A00894|INNER MB3I-02                      |
| 1060256311|                  1 |PC |E001.A00162|602849.01           |3   |602849.01 INNER BOOM SMV STD            |E53           |21.03.2018      |28.03.2018       |ZRSA.C04409|INNER SMV 879                      |
| 1060256311|                  1 |PC |E001.A00162|602849.01           |3   |602849.01 INNER BOOM SMV STD            |E53           |21.03.2018      |28.03.2018       |E003.A01772|INNER SMV 879                      |
| 1060256312|                  1 |PC |E001.A00162|602849.01           |3   |602849.01 INNER BOOM SMV STD            |E53           |05.03.2018      |12.03.2018       |ZRSA.C04409|INNER SMV 868                      |
| 1060256312|                  1 |PC |E001.A00162|602849.01           |3   |602849.01 INNER BOOM SMV STD            |E53           |05.03.2018      |12.03.2018       |E003.A01772|INNER SMV 868                      |
| 1060256313|                  1 |PC |E001.A00162|602849.01           |3   |602849.01 INNER BOOM SMV STD            |E53           |05.03.2018      |12.03.2018       |ZRSA.C04409|INNER SMV 867                      |
| 1060256313|                  1 |PC |E001.A00162|602849.01           |3   |602849.01 INNER BOOM SMV STD            |E53           |05.03.2018      |12.03.2018       |E003.A01772|INNER SMV 867                      |
| 1060256314|                  1 |PC |E001.A00161|602788.01           |7   |602788.01 OUTER BOOM SMV STD            |E53           |02.03.2018      |13.03.2018       |E007.A10896|OUTER SMV-868                      |
| 1060256314|                  1 |PC |E001.A00161|602788.01           |7   |602788.01 OUTER BOOM SMV STD            |E53           |02.03.2018      |13.03.2018       |E007.A10896|OUTER SMV-868                      |
| 1060256314|                  1 |PC |E001.A00161|602788.01           |7   |602788.01 OUTER BOOM SMV STD            |E53           |02.03.2018      |13.03.2018       |ZRSA.C15419|OUTER SMV-868                      |
| 1060256314|                  1 |PC |E001.A00161|602788.01           |7   |602788.01 OUTER BOOM SMV STD            |E53           |02.03.2018      |13.03.2018       |E007.A10896|OUTER SMV-868                      |
| 1060256315|                  1 |PC |E001.A00161|602788.01           |7   |602788.01 OUTER BOOM SMV STD            |E53           |28.02.2018      |09.03.2018       |E007.A10896|OUTER SMV-867                      |
| 1060256315|                  1 |PC |E001.A00161|602788.01           |7   |602788.01 OUTER BOOM SMV STD            |E53           |28.02.2018      |09.03.2018       |E007.A10896|OUTER SMV-867                      |
| 1060256315|                  1 |PC |E001.A00161|602788.01           |7   |602788.01 OUTER BOOM SMV STD            |E53           |28.02.2018      |09.03.2018       |E007.A10896|OUTER SMV-867                      |
| 1060256315|                  1 |PC |E001.A00161|602788.01           |7   |602788.01 OUTER BOOM SMV STD            |E53           |28.02.2018      |09.03.2018       |ZRSA.C15419|OUTER SMV-867                      |
| 1060256316|                  1 |PC |E001.A00161|602788.01           |7   |602788.01 OUTER BOOM SMV STD            |E53           |22.03.2018      |03.04.2018       |E007.A10896|OUTER SMV-879                      |
| 1060256316|                  1 |PC |E001.A00161|602788.01           |7   |602788.01 OUTER BOOM SMV STD            |E53           |22.03.2018      |03.04.2018       |ZRSA.C15419|OUTER SMV-879                      |
| 1060256317|                  1 |PC |E001.A01254|603178.01PA         |5   |603178.01 OUTER BOOM SMV T5             |E53           |16.04.2018      |26.04.2018       |E003.A04954|OUTER T5O-06                       |
| 1060256317|                  1 |PC |E001.A01254|603178.01PA         |5   |603178.01 OUTER BOOM SMV T5             |E53           |16.04.2018      |26.04.2018       |ZRSA.C15419|OUTER T5O-06                       |
| 1060256318|                  1 |PC |E001.A01253|603179.01           |3   |603179.01 INNER SMV T5                  |E53           |16.04.2018      |24.04.2018       |ZRSA.C04409|INNER T5I-06                       |
| 1060256318|                  1 |PC |E001.A01253|603179.01           |3   |603179.01 INNER SMV T5                  |E53           |16.04.2018      |24.04.2018       |E003.A01772|INNER T5I-06                       |
| 1060256396|                  1 |PC |E003.A01745|9106149363PA        |2   |9106149363PA TUBE SUBASSEMBLY           |E58           |03.01.2018      |08.01.2018       |E007.A13808|AHN A-48 RURA DUZA 1SZT [OBR+OCYNK |
| 1060256584|                  1 |PC |E001.A02235|079-17              |    |079-17 Adap. cylinder belki A57614.0100 |E49           |09.01.2018      |10.01.2018       |E007.A40651|079-17 ADAP. CYLINDER BELKI A57614.|
| 1060256775|                  1 |PC |E001.A01976|603300              |    |603300 ASSEMBLY SET SMV 19 W/O CHAMFER  |E43           |22.02.2018      |23.02.2018       |E003.A05719|MONTAZ SMO19-41 + SMI19-41         |
| 1060256775|                  1 |PC |E001.A01976|603300              |    |603300 ASSEMBLY SET SMV 19 W/O CHAMFER  |E43           |22.02.2018      |23.02.2018       |E007.A39198|MONTAZ SMO19-41 + SMI19-41         |
| 1060256775|                  1 |PC |E001.A01976|603300              |    |603300 ASSEMBLY SET SMV 19 W/O CHAMFER  |E43           |22.02.2018      |23.02.2018       |E007.A32352|MONTAZ SMO19-41 + SMI19-41         |
| 1060256864|                  1 |PC |E001.A01003|9106002390          |07  |9106002390 Middle frame - BTB           |E58           |07.02.2018      |08.02.2018       |E003.A04691|BTB-183                            |
| 1060256865|                  1 |PC |E001.A01003|9106002390          |07  |9106002390 Middle frame - BTB           |E58           |14.02.2018      |15.02.2018       |E003.A04691|BTB-184                            |
| 1060256866|                  1 |PC |E001.A01003|9106002390          |07  |9106002390 Middle frame - BTB           |E58           |14.02.2018      |15.02.2018       |E003.A04691|BTB-185                            |
| 1060256867|                  1 |PC |E001.A01003|9106002390          |07  |9106002390 Middle frame - BTB           |E58           |14.02.2018      |15.02.2018       |E003.A04691|BTB-186                            |
| 1060256868|                  1 |PC |E001.A01003|9106002390          |07  |9106002390 Middle frame - BTB           |E58           |21.02.2018      |22.02.2018       |E003.A04691|BTB-187                            |
| 1060256869|                  1 |PC |E001.A01003|9106002390          |07  |9106002390 Middle frame - BTB           |E58           |21.02.2018      |22.02.2018       |E003.A04691|BTB-188                            |
| 1060256870|                  1 |PC |E001.A01003|9106002390          |07  |9106002390 Middle frame - BTB           |E58           |21.02.2018      |22.02.2018       |E003.A04691|BTB-189                            |
| 1060256871|                  1 |PC |E001.A01003|9106002390          |07  |9106002390 Middle frame - BTB           |E58           |28.02.2018      |01.03.2018       |E003.A04691|BTB-190                            |
| 1060256872|                  1 |PC |E001.A01003|9106002390          |07  |9106002390 Middle frame - BTB           |E58           |28.02.2018      |01.03.2018       |E003.A04691|BTB-191                            |
| 1060256873|                  1 |PC |E001.A01003|9106002390          |07  |9106002390 Middle frame - BTB           |E58           |28.02.2018      |01.03.2018       |E003.A04691|BTB-192                            |
| 1060256874|                  1 |PC |E001.A01003|9106002390          |07  |9106002390 Middle frame - BTB           |E58           |07.03.2018      |08.03.2018       |E003.A04691|BTB-193                            |
| 1060256875|                  1 |PC |E001.A01003|9106002390          |07  |9106002390 Middle frame - BTB           |E58           |07.03.2018      |08.03.2018       |E003.A04691|BTB-194                            |
| 1060256876|                  1 |PC |E001.A01003|9106002390          |07  |9106002390 Middle frame - BTB           |E58           |07.03.2018      |08.03.2018       |E003.A04691|BTB-195                            |
| 1060256877|                  1 |PC |E001.A01003|9106002390          |07  |9106002390 Middle frame - BTB           |E58           |14.03.2018      |15.03.2018       |E003.A04691|BTB-196                            |
| 1060256878|                  1 |PC |E001.A01003|9106002390          |07  |9106002390 Middle frame - BTB           |E58           |14.03.2018      |15.03.2018       |E003.A04691|BTB-197                            |
| 1060256879|                  1 |PC |E001.A01003|9106002390          |07  |9106002390 Middle frame - BTB           |E58           |14.03.2018      |15.03.2018       |E003.A04691|BTB-198                            |
| 1060256880|                  1 |PC |E001.A01003|9106002390          |07  |9106002390 Middle frame - BTB           |E58           |20.03.2018      |21.03.2018       |E003.A04691|BTB-199                            |
| 1060256884|                  1 |PC |E003.A05802|5590018668          |6   |5590018668 LoadFrame ALF8 - Silver      |E58           |23.01.2018      |09.02.2018       |E007.A34102|ALF8-80 SPAWANIE SILVER            |
| 1060256968|                  1 |PC |E001.A02127|200331.01           |01  |200331.01 STEERING AXLE SASMV8          |E42           |22.02.2018      |24.02.2018       |E007.A27954|SASMV8-3                           |
| 1060256971|                  1 |PC |E001.A02127|200331.01           |01  |200331.01 STEERING AXLE SASMV8          |E42           |22.02.2018      |24.02.2018       |E007.A27954|SASMV8-4                           |
| 1060256974|                  1 |PC |E001.A02127|200331.01           |01  |200331.01 STEERING AXLE SASMV8          |E42           |23.02.2018      |01.03.2018       |E007.A27954|SASMV8-5                           |
| 1060256975|                  1 |PC |E001.A02127|200331.01           |01  |200331.01 STEERING AXLE SASMV8          |E42           |23.02.2018      |01.03.2018       |E007.A27954|SASMV8-6                           |
| 1060257063|                  1 |PC |E001.A02236|096-17              |    |096-17 Przyrząd sczczep. CRD 5240838    |E49           |14.02.2018      |15.02.2018       |E007.A40687|096-17 PRZYRZĄD CRD - KOMATSU RP-21|
| 1060257093|                  1 |PC |E001.A02237|070-17-REW2         |    |070-17-Rew2 Obrotnik Komatsu            |E49           |12.01.2018      |16.01.2018       |E003.A05947|070-17-REW2 OBROTNIK KOMATSU       |
| 1060257104|                  1 |PC |E003.A01109|A51639.0100         |05  |OUTER BOOM DRF100 S6 A51639.0100        |E53           |28.02.2018      |13.03.2018       |E003.A01366|OUTER DRF 234                      |
| 1060257104|                  1 |PC |E003.A01109|A51639.0100         |05  |OUTER BOOM DRF100 S6 A51639.0100        |E53           |28.02.2018      |13.03.2018       |ZRSA.A00894|OUTER DRF 234                      |
| 1060257107|                  1 |PC |E003.A00934|A49888.0100         |04  |INNER BOOM DRF100/6 A49888.0100         |E53           |28.02.2018      |07.03.2018       |E003.A01373|INNER DRF 234                      |
| 1060257107|                  1 |PC |E003.A00934|A49888.0100         |04  |INNER BOOM DRF100/6 A49888.0100         |E53           |28.02.2018      |07.03.2018       |ZRSA.A00894|INNER DRF 234                      |
| 1060257232|                  1 |PC |E001.A00688|A60833.0100         |03  |A60833.0100 OUTER BOOM GLORIA           |E53           |28.02.2018      |14.03.2018       |ZRSA.A00894|OUTER G733                         |
| 1060257232|                  1 |PC |E001.A00688|A60833.0100         |03  |A60833.0100 OUTER BOOM GLORIA           |E53           |28.02.2018      |14.03.2018       |E003.A01365|OUTER G733                         |
| 1060257233|                  1 |PC |E001.A00688|A60833.0100         |03  |A60833.0100 OUTER BOOM GLORIA           |E53           |28.02.2018      |14.03.2018       |E003.A01365|OUTER G734                         |
| 1060257233|                  1 |PC |E001.A00688|A60833.0100         |03  |A60833.0100 OUTER BOOM GLORIA           |E53           |28.02.2018      |14.03.2018       |ZRSA.A00894|OUTER G734                         |
| 1060257234|                  1 |PC |E001.A00688|A60833.0100         |03  |A60833.0100 OUTER BOOM GLORIA           |E53           |28.02.2018      |14.03.2018       |E003.A01365|OUTER G735                         |
| 1060257234|                  1 |PC |E001.A00688|A60833.0100         |03  |A60833.0100 OUTER BOOM GLORIA           |E53           |28.02.2018      |14.03.2018       |ZRSA.A00894|OUTER G735                         |
| 1060257235|                  1 |PC |E001.A00688|A60833.0100         |03  |A60833.0100 OUTER BOOM GLORIA           |E53           |02.03.2018      |16.03.2018       |E003.A01365|OUTER G736                         |
| 1060257235|                  1 |PC |E001.A00688|A60833.0100         |03  |A60833.0100 OUTER BOOM GLORIA           |E53           |02.03.2018      |16.03.2018       |ZRSA.A00894|OUTER G736                         |
| 1060257236|                  1 |PC |E001.A00688|A60833.0100         |03  |A60833.0100 OUTER BOOM GLORIA           |E53           |02.03.2018      |16.03.2018       |E003.A01365|OUTER G737                         |
| 1060257236|                  1 |PC |E001.A00688|A60833.0100         |03  |A60833.0100 OUTER BOOM GLORIA           |E53           |02.03.2018      |16.03.2018       |ZRSA.A00894|OUTER G737                         |
| 1060257237|                  1 |PC |E001.A00688|A60833.0100         |03  |A60833.0100 OUTER BOOM GLORIA           |E53           |05.03.2018      |17.03.2018       |E003.A01365|OUTER G738                         |
| 1060257237|                  1 |PC |E001.A00688|A60833.0100         |03  |A60833.0100 OUTER BOOM GLORIA           |E53           |05.03.2018      |17.03.2018       |ZRSA.A00894|OUTER G738                         |
| 1060257239|                  1 |PC |E001.A00688|A60833.0100         |03  |A60833.0100 OUTER BOOM GLORIA           |E53           |08.03.2018      |22.03.2018       |E003.A01365|OUTER G739                         |
| 1060257239|                  1 |PC |E001.A00688|A60833.0100         |03  |A60833.0100 OUTER BOOM GLORIA           |E53           |08.03.2018      |22.03.2018       |ZRSA.A00894|OUTER G739                         |
| 1060257242|                  1 |PC |E001.A00688|A60833.0100         |03  |A60833.0100 OUTER BOOM GLORIA           |E53           |09.03.2018      |23.03.2018       |E003.A01365|OUTER G740                         |
| 1060257242|                  1 |PC |E001.A00688|A60833.0100         |03  |A60833.0100 OUTER BOOM GLORIA           |E53           |09.03.2018      |23.03.2018       |ZRSA.A00894|OUTER G740                         |
| 1060257243|                  1 |PC |E001.A00688|A60833.0100         |03  |A60833.0100 OUTER BOOM GLORIA           |E53           |13.03.2018      |27.03.2018       |E003.A01365|OUTER G741                         |
| 1060257243|                  1 |PC |E001.A00688|A60833.0100         |03  |A60833.0100 OUTER BOOM GLORIA           |E53           |13.03.2018      |27.03.2018       |ZRSA.A00894|OUTER G741                         |
| 1060257244|                  1 |PC |E001.A00688|A60833.0100         |03  |A60833.0100 OUTER BOOM GLORIA           |E53           |13.03.2018      |24.03.2018       |E003.A01365|OUTER G742                         |
| 1060257244|                  1 |PC |E001.A00688|A60833.0100         |03  |A60833.0100 OUTER BOOM GLORIA           |E53           |13.03.2018      |24.03.2018       |ZRSA.A00894|OUTER G742                         |
| 1060257246|                  1 |PC |E001.A00688|A60833.0100         |03  |A60833.0100 OUTER BOOM GLORIA           |E53           |13.03.2018      |27.03.2018       |E003.A01365|OUTER G743                         |
| 1060257246|                  1 |PC |E001.A00688|A60833.0100         |03  |A60833.0100 OUTER BOOM GLORIA           |E53           |13.03.2018      |27.03.2018       |ZRSA.A00894|OUTER G743                         |
| 1060257247|                  1 |PC |E001.A00688|A60833.0100         |03  |A60833.0100 OUTER BOOM GLORIA           |E53           |13.03.2018      |27.03.2018       |ZRSA.A00894|OUTER G744                         |
| 1060257247|                  1 |PC |E001.A00688|A60833.0100         |03  |A60833.0100 OUTER BOOM GLORIA           |E53           |13.03.2018      |27.03.2018       |E003.A01365|OUTER G744                         |
| 1060257248|                  1 |PC |E001.A00688|A60833.0100         |03  |A60833.0100 OUTER BOOM GLORIA           |E53           |26.02.2018      |07.03.2018       |E003.A01365|OUTER G745                         |
| 1060257248|                  1 |PC |E001.A00688|A60833.0100         |03  |A60833.0100 OUTER BOOM GLORIA           |E53           |26.02.2018      |07.03.2018       |ZRSA.A00894|OUTER G745                         |
| 1060257252|                  1 |PC |E001.A00687|A60834.0100         |01  |A60834.0100 INNER BOOM GLORIA           |E53           |28.02.2018      |07.03.2018       |ZRSA.A00894|INNER G733                         |
| 1060257252|                  1 |PC |E001.A00687|A60834.0100         |01  |A60834.0100 INNER BOOM GLORIA           |E53           |28.02.2018      |07.03.2018       |E003.A04522|INNER G733                         |
