13.03.2018                                                                                        Dynamic List Display                                                                                                1
-----------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------
13.03.2018                                                                                          Lantek Details data                                                                                             1
-----------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------
Lantek Details data
-----------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------
| Order     |Total order quantity|BUn|Material   |Document            |Vers|Material Description                    |MRP controller|Basic Start Date|Basic finish date|Material   |Customer material number           |
| 1032938116|                  1 |EA |E007.A40920|100866.01_LZ_SMV13  |01  |100866.01_LZ_SMV13 PLATE 5959x770x15    |E52           |12.03.2018      |12.03.2018       |B001.A05860|                                   |
| 1032938138|                  3 |EA |E007.A40934|100928.04_1LW_V14   |09  |100928.04_1LW_V14 PLATE 6829X770X15     |E52           |13.03.2018      |15.03.2018       |B001.A04507|                                   |
| 1032938139|                  3 |EA |E007.A40935|100928.03_1PW_V14   |12  |100928.03_1PW_V14 PLATE 6829X770X15     |E52           |13.03.2018      |15.03.2018       |B001.A04507|                                   |
| 1032938150|                  2 |EA |E007.A27995|200228.01           |02  |200228.01 UPPER PLATE S355N T=50        |E52           |10.03.2018      |14.03.2018       |B001.A02717|                                   |
| 1032938157|                  2 |EA |E007.A28012|602427.01           |3   |602427.01 T=15 PLATE OUTER SUSPENSION   |E52           |08.03.2018      |14.03.2018       |B001.A06272|                                   |
| 1032938161|                  4 |EA |E007.A28017|800000PA            |51  |800000.96 T=15 REINFORCEMENT PLATE      |E52           |10.03.2018      |14.03.2018       |B001.A06272|                                   |
| 1032938162|                  2 |EA |E007.A35884|A62783.2100PA       |01  |A62783.2100 T=30 S355J2+N               |E52           |11.03.2018      |16.03.2018       |B001.A04185|                                   |
| 1032938163|                  1 |EA |E007.A35886|A62782.0100         |02  |A62782.0100 T=15 S355J2+N               |E52           |11.03.2018      |16.03.2018       |B001.A06272|                                   |
| 1032938164|                  1 |EA |E007.A35887|A62782.2100PA       |01  |A62782.2100 T=15 S355J2+N               |E52           |11.03.2018      |16.03.2018       |B001.A06272|                                   |
| 1032938165|                  1 |EA |E007.A35888|A62782.3100PA       |01  |A62782.3100 T=15 S355J2+N               |E52           |11.03.2018      |16.03.2018       |B001.A06272|                                   |
| 1032938166|                  1 |EA |E007.A35889|A62782.1100         |01  |A62782.1100 T=15 S355J2+N               |E52           |11.03.2018      |16.03.2018       |B001.A06272|                                   |
| 1032938167|                  8 |EA |E007.A14808|9106012014          |01  |STIFFENER 9106012014                    |E52           |10.03.2018      |14.03.2018       |B001.A02743|                                   |
| 1032938171|                  8 |EA |E007.A15168|9106001567          |02  |PLATE 9106001567                        |E52           |10.03.2018      |14.03.2018       |B001.A02743|                                   |
| 1032938180|                  3 |EA |E007.A40933|100928.04_1LZ_V14   |01  |100928.04_1LZ_V14 PLATE 6829X770X15     |E52           |13.03.2018      |15.03.2018       |B001.A04507|                                   |
| 1032938185|                  2 |EA |E007.A27270|601259.01           |1   |601259.01 T=15 UPPER PLATE              |E52           |10.03.2018      |14.03.2018       |B001.A06272|                                   |
| 1032938186|                  2 |EA |E007.A27286|602846.03           |1   |602846.03 T=15 REINFORCEMENT REAR LEFT  |E52           |08.03.2018      |14.03.2018       |B001.A06272|                                   |
| 1032938187|                  2 |EA |E007.A27288|602847.02           |1   |602847.02 T=15 REINFORCEMENT FWD        |E52           |10.03.2018      |14.03.2018       |B001.A06272|                                   |
| 1032938188|                 18 |EA |E007.A27289|602892.01           |1   |602892.01 T=15 REINFORCEMENT            |E52           |10.03.2018      |14.03.2018       |B001.A06272|                                   |
| 1032938189|                  4 |EA |E007.A10907|602332.01PA4        |3   |602332.01 T=15 REINFOR. PLATE CYL. ATT. |E52           |08.03.2018      |20.03.2018       |B001.A06272|                                   |
| 1032938204|                  2 |EA |E007.A27279|602431.01           |2   |602431.01 T=15 PLATE FRONT NOSE         |E52           |08.03.2018      |14.03.2018       |B001.A06272|                                   |
| 1032938207|                  2 |EA |E007.A31896|A02715.0600         |02  |A02715.0600 T=50 S355J2+N               |E52           |04.03.2018      |15.03.2018       |B001.A02717|                                   |
| 1032938214|                  2 |EA |E007.A07749|A22891.0200PA       |03  |A22891.0200 T=15 PLATE                  |E52           |08.03.2018      |14.03.2018       |B001.A06272|                                   |
| 1032938215|                  2 |EA |E007.A07753|A40096.0200PA       |02  |A40096.0200 T=20 PLATE                  |E52           |07.03.2018      |14.03.2018       |B001.A02743|                                   |
| 1032938218|                  4 |EA |E007.A09658|A02732.0300         |01  |A02732.0300 T=15 S355MC                 |E52           |10.03.2018      |14.03.2018       |B001.A06272|                                   |
| 1032938219|                  4 |EA |E007.A10931|602344.01           |1   |PLATE LEFT 602344.01                    |E52           |10.03.2018      |14.03.2018       |B001.A06272|                                   |
| 1032938220|                  8 |EA |E007.A10935|600047.01           |3   |600047.01 T=15 CABLE CHAIN BRACKET      |E52           |10.03.2018      |14.03.2018       |B001.A06272|                                   |
| 1032938222|                  8 |EA |E007.A15031|9106239342          |02  |9106239342 PLATE                        |E52           |10.03.2018      |13.03.2018       |B001.A06272|                                   |
| 1032938224|                  8 |EA |E007.A11150|A40076.0200PA       |02  |PLATE FRONT A40076.0200                 |E52           |10.03.2018      |19.03.2018       |B001.A06272|                                   |
| 1032938226|                  8 |EA |E007.A09523|A49934.0100         |02  |SPACER A49934.0100                      |E52           |10.03.2018      |14.03.2018       |B001.A06272|                                   |
| 1032938231|                  2 |EA |E007.A32199|5571891300          |0   |5571891300 PLATE t=20 S355M             |E52           |12.03.2018      |16.03.2018       |B001.A02743|                                   |
| 1032938233|                  2 |EA |E007.A32200|5571891400          |0   |5571891400 PLATE t=20 S355M             |E52           |12.03.2018      |16.03.2018       |B001.A02743|                                   |
| 1032938238|                  2 |EA |E007.A10950|A02371.0300         |04  |A02371.0300 EAR S355N T=100             |E52           |09.03.2018      |16.03.2018       |B001.A04086|                                   |
| 1032938239|                  2 |EA |E007.A27217|100957W PA01        |02  |100957W REINFORCEMENT PLATE T=15 S355N  |E52           |04.03.2018      |09.03.2018       |B001.A06272|                                   |
| 1032938240|                  2 |EA |E007.A27217|100957W PA01        |02  |100957W REINFORCEMENT PLATE T=15 S355N  |E52           |06.03.2018      |12.03.2018       |B001.A06272|                                   |
| 1032938253|                  1 |EA |E007.A36424|100928.03-1B-PZ_PA03|01  |100928.03-1B-PZ PLATE 6829 X 770 X 15   |E52           |12.03.2018      |13.03.2018       |B001.A04507|                                   |
| 1032938255|                  1 |EA |E007.A28511|5068909             |0B  |5068909 T=12 S420ML                     |E52           |02.03.2018      |08.03.2018       |B001.A04730|                                   |
| 1032938526|                  8 |EA |E007.A15177|9106001561          |3   |PLATE 9106001561 T=20 S355N             |E52           |19.02.2018      |23.02.2018       |B001.A02743|                                   |
| 1032938528|                  4 |EA |E007.A07668|A12725.0500         |04  |A12725.0500 PLATE T=20 S355N            |E52           |19.02.2018      |01.03.2018       |B001.A02743|                                   |
| 1032938583|                  4 |EA |E007.A07667|A12725.0400         |04  |A12725.0400 PLATE T=20 S355N            |E52           |19.02.2018      |01.03.2018       |B001.A02743|                                   |
| 1032938629|                  6 |EA |E007.A30692|5083427             |02  |5083427 T=25 S690QL                     |E52           |19.02.2018      |21.02.2018       |B001.A06270|                                   |
| 1032938679|                  5 |EA |E007.A28207|5079147PA3          |04  |5079147 T=16 S420ML                     |E52           |03.03.2018      |09.03.2018       |B001.A01384|                                   |
| 1032938688|                  4 |EA |E007.A10024|A39602.0100         |05  |A39602.0100 PLATE S355MC T=20           |E52           |03.03.2018      |12.03.2018       |B001.A02743|                                   |
| 1032938691|                  6 |EA |E007.A09428|A39571.0400         |01  |A39571.0400 SIDE PLATE LEFT S355MC T=20 |E52           |04.03.2018      |08.03.2018       |B001.A02743|                                   |
| 1032938692|                  6 |EA |E007.A09438|A39571.0300         |01  |A39571.0300 SIDE PLATE RIGHT S355MC T=20|E52           |04.03.2018      |08.03.2018       |B001.A02743|                                   |
| 1032938693|                  6 |EA |E007.A10025|A39603.0200         |03  |A39603.0200 PLATE S355MC T=15           |E52           |04.03.2018      |08.03.2018       |B001.A05860|                                   |
| 1032938694|                  6 |EA |E007.A10025|A39603.0200         |03  |A39603.0200 PLATE S355MC T=15           |E52           |04.03.2018      |08.03.2018       |B001.A05860|                                   |
| 1032938701|                  4 |EA |E007.A34368|5258466PA           |00  |5258466 T=12 S690QL Pokrywa (u nas)     |E52           |05.03.2018      |12.03.2018       |B001.A05930|                                   |
| 1032938703|                  8 |EA |E007.A28133|A41198.0200         |01  |A41198.0200 ENGINE BRACKET S355MC T=20  |E52           |10.03.2018      |15.03.2018       |B001.A02743|                                   |
| 1032938704|                  2 |EA |E007.A05706|A39585.0400PA1      |01  |A39585.0400 T=25 S355N BATH PLATE       |E52           |05.03.2018      |19.03.2018       |B001.A02677|                                   |
| 1032938705|                  2 |EA |E007.A08480|A49869.0100 PA01    |05  |A49869.0100 PLATE FRONT S355MC T=20     |E52           |04.03.2018      |16.03.2018       |B001.A02743|                                   |
| 1032938715|                  4 |EA |E007.A06519|339501.0100         |04  |339501.0100 PLATE T=15 S355             |E52           |10.03.2018      |14.03.2018       |B001.A06272|                                   |
| 1032938716|                 16 |EA |E007.A10030|A40362.0100         |03  |A40362.0100 BRACKET S355MC T=15         |E52           |05.03.2018      |15.03.2018       |B001.A06272|                                   |
| 1032938875|                  2 |EA |E007.A38739|5287369PA           |01  |5287369, t=50, S355J2+N, Zaczep zbiornik|E52           |20.02.2018      |01.03.2018       |B001.A02717|                                   |
| 1032938961|                  2 |EA |E007.A08480|A49869.0100 PA01    |05  |A49869.0100 PLATE FRONT S355MC T=20     |E52           |10.02.2018      |21.02.2018       |B001.A02743|                                   |
| 1032938962|                  2 |EA |E007.A08998|A49868.0200 PA      |02  |A49868.0200 PLATE REAR S355MC T=20      |E52           |12.02.2018      |22.02.2018       |B001.A02743|                                   |
| 1032938965|                  4 |EA |E007.A03430|100872.01           |02  |100872.01 Plate ski T=20                |E52           |20.02.2018      |05.03.2018       |B001.A02743|                                   |
| 1032938966|                  2 |EA |E007.A28607|9106002332PA        |01  |9106002332PA PLATE t=20 S355N           |E52           |20.02.2018      |28.02.2018       |B001.A02743|                                   |
| 1032938999|                  4 |EA |E007.A10903|602334.01PA2        |3   |602334.01 T=15 PLATE ATTACHMENT CYLINDER|E52           |14.02.2018      |26.02.2018       |B001.A06272|                                   |
| 1032939054|                  2 |EA |E007.A38856|5289914PA           |00  |5289914 T=50 S420ML                     |E52           |20.02.2018      |20.03.2018       |R001.A00370|                                   |
| 1032939056|                  2 |EA |E007.A38856|5289914PA           |00  |5289914 T=50 S420ML                     |E52           |20.02.2018      |20.03.2018       |R001.A00370|                                   |
| 1032939145|                  6 |EA |E007.A34140|5590016927PA        |2   |5590016927PA PLATE t=12 S355N           |E52           |21.02.2018      |28.02.2018       |B001.A04211|                                   |
| 1032939181|                  8 |EA |E007.A03609|A40075.0100PA2      |04  |A40075.0100 T=25 PLATE                  |E52           |09.02.2018      |22.02.2018       |B001.A02677|                                   |
| 1032939184|                  8 |EA |E007.A03609|A40075.0100PA2      |04  |A40075.0100 T=25 PLATE                  |E52           |15.02.2018      |27.02.2018       |B001.A02677|                                   |
| 1032939193|                  1 |EA |E007.A40574|A62376.0300         |01  |A62376.0300 T=30 REAR PLATE             |E52           |13.03.2018      |15.03.2018       |B001.A04185|                                   |
| 1032939219|                  2 |EA |E007.A36742|5271749             |02  |5271749, Żebro, t=15, S420ML            |E52           |12.03.2018      |17.03.2018       |B001.A01391|                                   |
| 1032939266|                  2 |EA |E007.A08998|A49868.0200 PA      |02  |A49868.0200 PLATE REAR S355MC T=20      |E52           |01.03.2018      |13.03.2018       |B001.A02743|                                   |
| 1032939270|                  1 |EA |E007.A33249|A62592.2200         |03  |A62592.2200 T=15 S355J2+N               |E52           |04.03.2018      |09.03.2018       |B001.A06272|                                   |
| 1032939271|                  1 |EA |E007.A33253|A62592.3200         |02  |A62592.3200 T=15 S355J2+N               |E52           |04.03.2018      |09.03.2018       |B001.A06272|                                   |
